"dias_chuva_mensal";"precip_total_mensal_mm";"temp_media_mensal_c";"ano";"mes"
;;24.8;2022;6
;;24.6;2022;7
;;26.6;2022;8
3.0;71.8;28.0;2022;9
6.0;;28.0;2022;10
10.0;;25.1;2022;11
18.0;;24.3;2022;12
9.0;;24.6;2023;1
9.0;;;2023;2
16.0;;24.9;2023;3
10.0;59.2;25.6;2023;4
2.0;;25.8;2023;5
;;25.3;2023;6
;;25.7;2023;7
1.0;11.8;27.3;2023;8
4.0;;29.4;2023;9
5.0;;29.3;2023;10
2.0;;;2023;11
6.0;;;2023;12
6.0;;;2024;1
9.0;;;2024;2
21.0;;26.7;2024;3
22.0;188.4;26.4;2024;4
4.0;0.8;26.3;2024;5
0.0;0.0;25.1;2024;6
;;24.9;2024;7
;0.0;26.8;2024;8
;;29.2;2024;9
5.0;;29.3;2024;10
15.0;;26.2;2024;11
10.0;;25.8;2024;12
;;;2016;3
5.0;19.6;26.7;2016;4
3.0;12.4;26.7;2016;5
4.0;21.6;25.6;2016;6
0.0;0.0;25.6;2016;7
2.0;1.0;27.9;2016;8
6.0;86.6;28.5;2016;9
9.0;66.6;27.6;2016;10
15.0;123.0;27.2;2016;11
19.0;167.2;25.4;2016;12
19.0;142.4;24.9;2017;1
19.0;204.4;23.9;2017;2
22.0;185.8;24.7;2017;3
20.0;163.0;25.6;2017;4
3.0;15.2;25.7;2017;5
1.0;3.8;24.4;2017;6
0.0;0.0;22.8;2017;7
0.0;0.0;26.7;2017;8
;;;2017;9
;;;2017;10
1.0;;;2017;11
21.0;335.2;24.6;2017;12
18.0;158.0;24.6;2018;1
23.0;341.6;24.3;2018;2
27.0;270.0;24.7;2018;3
19.0;157.2;24.7;2018;4
2.0;3.2;24.9;2018;5
0.0;0.0;24.1;2018;6
0.0;0.0;24.0;2018;7
2.0;1.4;26.8;2018;8
2.0;13.0;28.6;2018;9
16.0;138.2;27.1;2018;10
24.0;172.6;25.1;2018;11
18.0;175.0;24.8;2018;12
17.0;218.6;25.0;2019;1
21.0;103.0;24.8;2019;2
27.0;223.4;24.6;2019;3
18.0;253.4;25.1;2019;4
6.0;135.4;25.5;2019;5
0.0;0.0;24.1;2019;6
0.0;0.0;23.9;2019;7
0.0;0.0;26.1;2019;8
2.0;31.8;28.6;2019;9
12.0;36.2;27.6;2019;10
25.0;212.0;25.8;2019;11
17.0;207.2;26.1;2019;12
25.0;340.2;25.0;2020;1
24.0;252.8;24.9;2020;2
25.0;187.8;24.8;2020;3
20.0;276.8;25.1;2020;4
5.0;43.2;24.8;2020;5
0.0;0.0;23.9;2020;6
0.0;0.0;23.6;2020;7
0.0;0.0;25.6;2020;8
2.0;;27.9;2020;9
6.0;;27.6;2020;10
6.0;;;2020;11
;;;2020;12
;;;2021;1
;;;2021;2
;;;2021;3
;;;2021;4
;;;2021;5
;;;2021;6
;;;2021;7
;;;2021;8
5.0;;29.0;2021;9
18.0;162.4;26.5;2021;10
26.0;276.4;24.5;2021;11
25.0;358.4;24.2;2021;12
22.0;428.0;24.4;2022;1
17.0;;24.7;2022;2
21.0;126.0;24.8;2022;3
10.0;48.6;25.7;2022;4
3.0;;25.4;2022;5
;;;2022;6
;;;2022;7
;;;2022;8
;;;2022;9
;;;2022;10
;;;2022;11
;;;2022;12
;;;2023;1
;;;2023;2
;;;2023;3
;;;2023;4
;;;2023;5
;;;2023;6
;;;2023;7
;;;2023;8
;;;2023;9
8.0;;28.6;2023;10
9.0;;26.8;2023;11
11.0;;26.9;2023;12
16.0;;25.0;2024;1
11.0;;25.8;2024;2
15.0;221.4;26.4;2024;3
23.0;280.0;25.7;2024;4
3.0;12.6;25.3;2024;5
0.0;0.0;24.1;2024;6
0.0;0.0;24.0;2024;7
0.0;0.0;26.3;2024;8
;0.0;29.1;2024;9
9.0;42.6;28.5;2024;10
21.0;;25.5;2024;11
20.0;;24.8;2024;12
;;;2015;8
2.0;28.6;28.7;2015;9
8.0;21.4;29.2;2015;10
15.0;124.2;27.7;2015;11
11.0;134.6;28.2;2015;12
26.0;610.4;25.8;2016;1
6.0;37.4;27.9;2016;2
16.0;279.2;27.2;2016;3
6.0;28.8;27.6;2016;4
2.0;0.4;26.8;2016;5
2.0;18.4;25.3;2016;6
0.0;0.0;24.8;2016;7
0.0;0.0;27.0;2016;8
3.0;58.4;28.7;2016;9
13.0;123.8;28.1;2016;10
18.0;169.4;27.4;2016;11
20.0;198.8;26.7;2016;12
16.0;156.2;26.4;2017;1
23.0;315.2;25.4;2017;2
15.0;71.8;26.5;2017;3
;;;2017;4
3.0;;;2017;5
0.0;0.0;25.1;2017;6
0.0;0.0;22.9;2017;7
0.0;0.0;26.4;2017;8
0.0;0.0;27.9;2017;9
5.0;75.0;29.2;2017;10
18.0;351.0;26.5;2017;11
23.0;232.4;26.0;2017;12
17.0;143.8;26.2;2018;1
16.0;429.6;25.7;2018;2
23.0;331.0;25.9;2018;3
14.0;114.0;25.7;2018;4
4.0;5.2;25.5;2018;5
;0.0;24.3;2018;6
;0.0;23.8;2018;7
1.0;;26.3;2018;8
;;;2018;9
;;;2018;10
;;;2018;11
;;;2018;12
;;;2019;1
;;;2019;2
;;;2019;3
;;;2019;4
;;;2019;5
;;;2019;6
;0.0;24.4;2019;7
0.0;0.0;26.3;2019;8
2.0;16.4;28.7;2019;9
11.0;133.6;28.1;2019;10
17.0;186.8;27.1;2019;11
16.0;149.8;27.2;2019;12
23.0;391.4;26.2;2020;1
19.0;235.0;26.2;2020;2
22.0;374.6;26.0;2020;3
23.0;161.4;26.3;2020;4
8.0;4.6;25.6;2020;5
4.0;0.8;24.3;2020;6
0.0;0.0;23.8;2020;7
0.0;0.0;25.9;2020;8
0.0;0.0;28.0;2020;9
13.0;185.8;28.5;2020;10
11.0;197.6;26.8;2020;11
1.0;;;2020;12
9.0;;26.8;2021;1
17.0;;25.0;2021;2
6.0;;26.0;2021;3
;;26.3;2021;4
1.0;;25.5;2021;5
;;25.0;2021;6
;;24.0;2021;7
;;26.2;2021;8
5.0;24.4;28.7;2021;9
11.0;110.0;27.9;2021;10
20.0;;25.9;2021;11
26.0;507.8;25.7;2021;12
20.0;304.4;25.7;2022;1
14.0;;26.0;2022;2
22.0;;25.7;2022;3
4.0;;;2022;4
;;;2022;5
;;;2022;6
;;;2022;7
;;;2022;8
;;;2022;9
;;;2022;10
11.0;;25.9;2022;11
14.0;;25.1;2022;12
13.0;;25.4;2023;1
12.0;;26.9;2023;2
13.0;;25.9;2023;3
;;26.4;2023;4
;;26.1;2023;5
;;25.5;2023;6
;;24.7;2023;7
;;26.7;2023;8
;;29.4;2023;9
;;;2023;10
;;;2023;11
;;;2023;12
;;;2024;1
;;;2024;2
11.0;;27.2;2024;3
2.0;41.4;27.2;2024;4
0.0;0.0;26.5;2024;5
0.0;0.0;24.5;2024;6
0.0;0.0;24.1;2024;7
0.0;0.0;26.0;2024;8
;;28.6;2024;9
;;28.8;2024;10
;;26.5;2024;11
;;26.9;2024;12
6.0;;;2016;11
20.0;165.6;26.0;2016;12
16.0;55.8;25.9;2017;1
20.0;;25.3;2017;2
17.0;126.8;26.3;2017;3
18.0;89.4;26.4;2017;4
3.0;9.2;26.8;2017;5
;0.0;24.8;2017;6
0.0;0.0;23.3;2017;7
;0.0;26.2;2017;8
1.0;;27.9;2017;9
1.0;82.6;28.8;2017;10
22.0;163.8;26.3;2017;11
27.0;446.6;25.6;2017;12
23.0;157.8;25.7;2018;1
25.0;426.0;25.3;2018;2
22.0;299.6;26.1;2018;3
16.0;190.0;26.1;2018;4
4.0;16.0;26.2;2018;5
;0.0;24.6;2018;6
0.0;0.0;24.1;2018;7
0.0;0.0;26.2;2018;8
1.0;;27.1;2018;9
;;;2018;10
;;;2018;11
;;;2018;12
;;;2019;1
9.0;;;2019;2
25.0;343.2;25.8;2019;3
11.0;;26.5;2019;4
;;;2019;5
;;;2019;6
;0.0;24.4;2019;7
;;25.2;2019;8
;;;2019;9
8.0;;26.2;2019;10
18.0;236.8;26.1;2019;11
17.0;247.8;26.3;2019;12
21.0;371.0;26.0;2020;1
20.0;355.8;25.9;2020;2
20.0;236.0;25.8;2020;3
14.0;313.6;26.6;2020;4
7.0;16.4;26.4;2020;5
5.0;1.0;24.9;2020;6
4.0;0.8;23.8;2020;7
0.0;0.0;25.5;2020;8
2.0;25.4;27.2;2020;9
6.0;45.6;27.8;2020;10
10.0;116.4;26.8;2020;11
22.0;292.4;26.1;2020;12
14.0;;25.8;2021;1
14.0;347.8;25.1;2021;2
19.0;159.6;25.7;2021;3
18.0;180.8;25.9;2021;4
10.0;15.0;25.5;2021;5
1.0;0.2;24.7;2021;6
0.0;0.0;23.8;2021;7
1.0;0.2;25.2;2021;8
4.0;12.2;27.6;2021;9
5.0;;26.9;2021;10
16.0;;25.4;2021;11
11.0;;;2021;12
2.0;;;2022;1
;;;2022;2
;;;2022;3
;;;2022;4
;;;2022;5
;;;2022;6
1.0;3.6;24.0;2022;7
0.0;0.0;25.6;2022;8
6.0;97.2;27.0;2022;9
8.0;106.8;27.0;2022;10
13.0;;25.5;2022;11
22.0;336.8;25.2;2022;12
18.0;161.2;25.3;2023;1
15.0;;26.5;2023;2
19.0;291.2;25.6;2023;3
18.0;94.8;26.6;2023;4
5.0;13.4;26.5;2023;5
2.0;1.4;25.5;2023;6
0.0;0.0;24.7;2023;7
3.0;9.2;26.4;2023;8
2.0;20.2;28.2;2023;9
11.0;82.2;27.9;2023;10
11.0;;27.2;2023;11
9.0;;27.3;2023;12
18.0;;26.3;2024;1
16.0;;26.7;2024;2
24.0;204.0;27.1;2024;3
17.0;58.6;27.1;2024;4
3.0;10.8;26.6;2024;5
0.0;0.0;24.8;2024;6
0.0;0.0;24.1;2024;7
0.0;0.0;25.6;2024;8
;0.0;28.0;2024;9
9.0;28.8;28.5;2024;10
12.0;;26.6;2024;11
12.0;;26.4;2024;12
21.0;256.8;26.5;2015;1
14.0;177.6;27.3;2015;2
23.0;304.8;26.5;2015;3
19.0;139.2;27.3;2015;4
21.0;267.2;27.0;2015;5
13.0;71.4;27.9;2015;6
12.0;40.2;28.3;2015;7
3.0;8.8;30.0;2015;8
1.0;13.6;31.4;2015;9
8.0;26.6;30.8;2015;10
13.0;83.2;29.6;2015;11
15.0;113.0;29.3;2015;12
15.0;118.8;29.3;2016;1
23.0;210.0;27.9;2016;2
24.0;253.0;27.6;2016;3
22.0;274.8;27.6;2016;4
16.0;102.0;28.1;2016;5
12.0;89.4;28.0;2016;6
10.0;93.0;28.5;2016;7
7.0;44.8;29.3;2016;8
14.0;104.6;28.1;2016;9
11.0;110.8;29.2;2016;10
9.0;168.2;28.9;2016;11
24.0;468.0;26.7;2016;12
24.0;363.0;26.5;2017;1
21.0;232.4;26.4;2017;2
24.0;248.6;26.6;2017;3
26.0;307.4;26.9;2017;4
15.0;123.8;28.2;2017;5
12.0;111.4;28.2;2017;6
8.0;67.8;28.1;2017;7
6.0;17.4;30.0;2017;8
11.0;143.4;28.7;2017;9
14.0;127.8;28.3;2017;10
14.0;167.4;28.2;2017;11
15.0;;27.3;2017;12
23.0;193.6;26.5;2018;1
17.0;;26.7;2018;2
18.0;237.6;27.3;2018;3
26.0;246.4;26.5;2018;4
20.0;160.4;26.7;2018;5
15.0;166.2;27.4;2018;6
10.0;48.2;28.1;2018;7
6.0;20.8;28.8;2018;8
11.0;72.4;29.4;2018;9
7.0;52.2;30.3;2018;10
16.0;130.2;28.6;2018;11
23.0;262.8;26.4;2018;12
27.0;236.6;26.8;2019;1
22.0;333.4;26.7;2019;2
23.0;288.0;27.7;2019;3
21.0;246.8;27.3;2019;4
25.0;275.8;27.1;2019;5
14.0;53.0;27.9;2019;6
10.0;109.2;28.2;2019;7
10.0;41.4;28.7;2019;8
9.0;160.4;29.3;2019;9
18.0;210.6;27.7;2019;10
14.0;141.6;28.0;2019;11
23.0;160.8;27.2;2019;12
17.0;340.8;27.8;2020;1
19.0;209.8;27.8;2020;2
19.0;363.0;27.9;2020;3
23.0;343.2;26.9;2020;4
20.0;283.6;27.0;2020;5
15.0;168.0;27.6;2020;6
10.0;49.4;28.7;2020;7
4.0;27.8;29.4;2020;8
13.0;115.4;29.2;2020;9
18.0;115.0;27.9;2020;10
16.0;;27.6;2020;11
19.0;228.4;27.1;2020;12
20.0;;25.9;2021;1
18.0;269.2;26.6;2021;2
24.0;469.0;25.9;2021;3
16.0;127.4;26.9;2021;4
17.0;127.2;27.2;2021;5
9.0;;27.2;2021;6
17.0;142.8;27.4;2021;7
9.0;167.8;28.4;2021;8
10.0;55.6;28.1;2021;9
13.0;205.4;28.5;2021;10
19.0;323.6;27.2;2021;11
23.0;280.0;26.7;2021;12
23.0;311.6;26.8;2022;1
22.0;314.8;26.2;2022;2
25.0;383.6;26.0;2022;3
20.0;439.4;26.4;2022;4
17.0;126.4;27.2;2022;5
15.0;147.8;26.7;2022;6
5.0;26.4;28.5;2022;7
8.0;36.2;28.9;2022;8
4.0;9.6;29.8;2022;9
12.0;157.8;28.8;2022;10
10.0;95.8;28.3;2022;11
20.0;371.2;27.3;2022;12
22.0;276.6;25.9;2023;1
21.0;;26.0;2023;2
23.0;366.6;26.6;2023;3
20.0;242.0;27.0;2023;4
18.0;132.4;27.9;2023;5
8.0;48.4;28.1;2023;6
6.0;69.8;29.4;2023;7
1.0;18.0;30.5;2023;8
6.0;42.8;30.8;2023;9
6.0;90.2;30.8;2023;10
11.0;134.8;29.9;2023;11
21.0;307.8;27.6;2023;12
20.0;137.0;28.1;2024;1
16.0;301.0;28.4;2024;2
22.0;419.8;27.8;2024;3
18.0;218.2;27.8;2024;4
22.0;377.0;27.5;2024;5
11.0;125.8;28.6;2024;6
7.0;59.4;29.5;2024;7
3.0;17.0;30.4;2024;8
7.0;62.2;31.6;2024;9
10.0;78.4;30.1;2024;10
13.0;114.8;29.2;2024;11
24.0;303.6;27.3;2024;12
27.0;303.2;24.5;2015;1
25.0;277.8;24.9;2015;2
24.0;411.2;24.9;2015;3
28.0;202.6;24.9;2015;4
24.0;105.0;24.5;2015;5
;;24.2;2015;6
27.0;25.0;24.1;2015;7
23.0;103.6;25.7;2015;8
16.0;112.0;25.9;2015;9
15.0;57.4;26.1;2015;10
21.0;182.4;26.0;2015;11
27.0;226.2;25.5;2015;12
26.0;225.6;26.1;2016;1
19.0;150.6;25.8;2016;2
6.0;25.4;25.9;2016;3
1.0;67.2;25.3;2016;4
1.0;39.8;24.3;2016;5
1.0;8.8;23.0;2016;6
;;24.0;2016;7
1.0;14.2;24.7;2016;8
2.0;43.8;24.5;2016;9
;;25.3;2016;10
;;25.4;2016;11
;;25.2;2016;12
;;24.5;2017;1
;;25.0;2017;2
;;24.7;2017;3
;;24.8;2017;4
;;25.2;2017;5
;;;2017;6
;;22.6;2017;7
;;25.2;2017;8
;;25.4;2017;9
;;25.8;2017;10
;;25.5;2017;11
;;25.2;2017;12
;;25.1;2018;1
;;24.8;2018;2
;;25.0;2018;3
;;;2018;4
;;;2018;5
;;;2018;6
;;;2018;7
;;;2018;8
;;25.4;2018;9
;;25.9;2018;10
;;25.4;2018;11
;;25.1;2018;12
;;25.3;2019;1
;;;2019;2
;;;2019;3
;;;2019;4
;;;2019;5
2.0;;24.8;2019;6
7.0;37.4;23.2;2019;7
4.0;39.0;23.7;2019;8
14.0;102.8;26.0;2019;9
22.0;131.4;24.9;2019;10
20.0;236.4;25.1;2019;11
25.0;291.2;25.1;2019;12
21.0;233.8;25.6;2020;1
23.0;227.0;25.2;2020;2
27.0;217.6;25.4;2020;3
22.0;205.2;24.6;2020;4
16.0;107.4;23.7;2020;5
8.0;;24.3;2020;6
8.0;13.0;24.2;2020;7
2.0;11.6;24.0;2020;8
11.0;149.2;25.7;2020;9
19.0;140.4;25.6;2020;10
18.0;173.2;25.9;2020;11
25.0;295.6;24.8;2020;12
25.0;262.6;24.7;2021;1
26.0;514.4;24.9;2021;2
26.0;263.0;24.5;2021;3
22.0;152.8;24.8;2021;4
14.0;110.2;24.2;2021;5
5.0;;;2021;6
3.0;;22.7;2021;7
1.0;1.6;24.9;2021;8
9.0;126.4;25.7;2021;9
14.0;292.2;25.6;2021;10
16.0;281.0;25.3;2021;11
25.0;360.8;25.4;2021;12
17.0;301.4;25.5;2022;1
24.0;502.8;24.7;2022;2
22.0;339.4;24.8;2022;3
23.0;218.4;24.6;2022;4
15.0;185.8;23.7;2022;5
3.0;;22.8;2022;6
1.0;;;2022;7
9.0;32.2;23.9;2022;8
4.0;18.4;25.8;2022;9
16.0;173.6;25.8;2022;10
14.0;189.6;24.8;2022;11
20.0;278.8;25.1;2022;12
21.0;315.2;24.6;2023;1
16.0;297.8;24.7;2023;2
22.0;338.8;25.1;2023;3
21.0;176.8;25.1;2023;4
8.0;;;2023;5
;;;2023;6
;;;2023;7
;;;2023;8
;;;2023;9
;;;2023;10
;;;2023;11
;;;2023;12
;;;2024;1
;;;2024;2
;;;2024;3
;;;2024;4
;;;2024;5
;;;2024;6
;;;2024;7
;;;2024;8
;;;2024;9
;;;2024;10
;;;2024;11
;;;2024;12
26.0;297.8;24.4;2015;1
23.0;284.8;24.9;2015;2
11.0;;;2015;3
;;;2015;4
5.0;;;2015;5
;;;2015;6
;;;2015;7
;;;2015;8
;;;2015;9
3.0;;27.5;2015;10
14.0;321.6;26.6;2015;11
21.0;318.6;25.8;2015;12
21.0;150.4;26.3;2016;1
21.0;262.0;25.8;2016;2
15.0;;25.9;2016;3
;;;2016;4
;;;2016;5
;;;2016;6
;;;2016;7
;;;2016;8
2.0;;;2016;9
15.0;237.2;26.0;2016;10
12.0;;25.7;2016;11
18.0;223.0;25.4;2016;12
18.0;;24.6;2017;1
20.0;219.6;24.9;2017;2
23.0;284.6;24.9;2017;3
15.0;;24.7;2017;4
;;;2017;5
4.0;;25.4;2017;6
2.0;;;2017;7
1.0;;;2017;8
12.0;34.2;26.3;2017;9
4.0;;;2017;10
;;;2017;11
;;;2017;12
;;;2018;1
;;;2018;2
;;;2018;3
;;;2018;4
;;;2018;5
;;;2018;6
;;;2018;7
2.0;;;2018;8
12.0;97.6;26.3;2018;9
18.0;168.4;26.0;2018;10
2.0;;;2018;11
;;;2018;12
;;;2019;1
;;;2019;2
;;;2019;3
;;;2019;4
;;;2019;5
2.0;;;2019;6
11.0;92.4;23.8;2019;7
4.0;10.4;24.9;2019;8
10.0;92.4;27.0;2019;9
21.0;247.0;25.7;2019;10
22.0;384.2;25.9;2019;11
22.0;441.2;25.8;2019;12
17.0;133.8;26.6;2020;1
24.0;302.8;25.8;2020;2
9.0;;;2020;3
;;;2020;4
;;;2020;5
;;;2020;6
;;;2020;7
;;;2020;8
;;;2020;9
;;;2020;10
;;;2020;11
;;;2020;12
;;;2021;1
;;;2021;2
;;;2021;3
;;;2021;4
;;;2021;5
;;;2021;6
;;;2021;7
;;;2021;8
;;;2021;9
;;;2021;10
;;;2021;11
;;;2021;12
;;;2022;1
;;;2022;2
;;;2022;3
;;;2022;4
;;;2022;5
;;;2022;6
;;;2022;7
;;;2022;8
3.0;;;2022;9
20.0;230.4;26.4;2022;10
16.0;171.4;25.8;2022;11
18.0;454.0;25.8;2022;12
19.0;174.8;25.4;2023;1
22.0;278.0;25.3;2023;2
28.0;529.8;25.3;2023;3
22.0;159.4;25.6;2023;4
14.0;212.6;25.4;2023;5
10.0;47.4;23.8;2023;6
1.0;9.6;25.5;2023;7
10.0;43.2;27.2;2023;8
9.0;79.6;27.8;2023;9
11.0;77.4;28.5;2023;10
12.0;95.2;27.6;2023;11
20.0;271.2;26.3;2023;12
24.0;294.8;26.5;2024;1
20.0;327.0;26.3;2024;2
22.0;214.4;26.9;2024;3
14.0;212.8;26.7;2024;4
7.0;47.2;24.1;2024;5
5.0;23.2;25.9;2024;6
3.0;31.8;23.7;2024;7
2.0;1.4;25.8;2024;8
5.0;68.4;27.7;2024;9
12.0;156.2;27.4;2024;10
16.0;226.2;26.0;2024;11
20.0;209.0;26.1;2024;12
7.0;;24.9;2015;5
12.0;82.4;25.2;2015;6
13.0;80.8;25.4;2015;7
8.0;71.4;26.4;2015;8
17.0;90.6;26.6;2015;9
12.0;130.6;26.6;2015;10
17.0;193.6;26.6;2015;11
23.0;348.0;25.8;2015;12
22.0;286.0;26.7;2016;1
24.0;246.0;25.9;2016;2
28.0;286.0;26.0;2016;3
19.0;176.0;26.0;2016;4
18.0;126.8;25.5;2016;5
13.0;60.8;24.5;2016;6
6.0;32.4;25.6;2016;7
8.0;129.8;25.9;2016;8
10.0;86.4;25.7;2016;9
19.0;199.2;26.0;2016;10
16.0;170.0;26.3;2016;11
21.0;245.4;25.6;2016;12
30.0;414.8;24.8;2017;1
23.0;161.6;25.3;2017;2
21.0;307.6;25.7;2017;3
17.0;;25.6;2017;4
;;;2017;5
;;;2017;6
;;;2017;7
;;;2017;8
12.0;122.0;25.8;2017;9
12.0;212.4;25.9;2017;10
19.0;116.0;25.9;2017;11
23.0;208.0;25.5;2017;12
23.0;267.4;25.2;2018;1
17.0;;25.6;2018;2
24.0;235.4;25.3;2018;3
23.0;247.2;25.1;2018;4
18.0;168.4;24.8;2018;5
3.0;;23.4;2018;6
1.0;;;2018;7
14.0;87.8;24.6;2018;8
10.0;35.2;26.0;2018;9
20.0;228.8;26.0;2018;10
25.0;403.0;25.7;2018;11
25.0;191.0;25.0;2018;12
28.0;358.6;24.9;2019;1
26.0;386.8;25.1;2019;2
28.0;415.6;25.5;2019;3
18.0;228.4;25.7;2019;4
10.0;94.6;25.7;2019;5
8.0;;;2019;6
3.0;;;2019;7
7.0;;25.0;2019;8
15.0;216.4;26.0;2019;9
22.0;193.8;25.1;2019;10
22.0;317.4;25.6;2019;11
24.0;325.6;25.3;2019;12
16.0;207.8;26.1;2020;1
18.0;87.8;25.9;2020;2
23.0;336.2;25.6;2020;3
18.0;116.8;25.6;2020;4
4.0;;;2020;5
;;;2020;6
;;;2020;7
;;;2020;8
;;;2020;9
;;;2020;10
;;;2020;11
;;;2020;12
;;;2021;1
;;;2021;2
;;;2021;3
;;;2021;4
;;;2021;5
;;;2021;6
;;;2021;7
;;;2021;8
;;;2021;9
;;;2021;10
;;;2021;11
;;;2021;12
;;;2022;1
;;;2022;2
;;;2022;3
;;;2022;4
;;;2022;5
;;;2022;6
;;;2022;7
;;;2022;8
;;;2022;9
;;;2022;10
;;;2022;11
;;;2022;12
;;;2023;1
;;;2023;2
;;;2023;3
;;;2023;4
;;;2023;5
;;;2023;6
;;;2023;7
;;;2023;8
;;;2023;9
;;;2023;10
;;;2023;11
14.0;;25.9;2023;12
23.0;344.4;26.2;2024;1
25.0;374.8;25.9;2024;2
17.0;281.4;26.5;2024;3
19.0;238.6;26.7;2024;4
13.0;114.4;25.1;2024;5
6.0;69.4;25.9;2024;6
4.0;;24.0;2024;7
;;;2024;8
;;;2024;9
;;;2024;10
;;;2024;11
;;;2024;12
;416.2;;2015;1
;330.4;;2015;2
;432.6;;2015;3
;304.2;;2015;4
;100.8;;2015;5
;152.0;;2015;6
;69.8;;2015;7
;78.8;;2015;8
;78.8;;2015;9
;181.0;;2015;10
;275.4;;2015;11
;363.6;;2015;12
;166.4;;2016;1
;301.0;;2016;2
;278.8;;2016;3
;142.0;;2016;4
;95.6;;2016;5
;182.4;;2016;6
;;;2016;7
;;;2016;8
;;;2016;9
;;;2016;10
;;;2016;11
;;;2016;12
;;;2017;1
;;;2017;2
;;;2017;3
;;;2017;4
;;;2017;5
;;;2017;6
;;;2017;7
;;;2017;8
;;;2017;9
;;;2017;10
;;;2017;11
;;;2017;12
;;;2018;1
;;;2018;2
;;;2018;3
;;;2018;4
;;;2018;5
;;;2018;6
;;;2018;7
;;;2018;8
;;;2018;9
;;;2018;10
;;;2018;11
;233.8;;2018;12
;412.0;;2019;1
;427.8;;2019;2
;246.4;;2019;3
;;;2019;4
;;;2019;5
;;;2019;6
;53.0;;2019;7
;11.8;;2019;8
;87.6;;2019;9
;298.2;;2019;10
;;;2019;11
;476.4;;2019;12
5.0;93.8;26.4;2020;1
;;26.2;2020;2
;;26.2;2020;3
;;26.0;2020;4
;;;2020;5
;;;2020;6
;;;2020;7
;;;2020;8
;;;2020;9
;;;2020;10
;;;2020;11
;;;2020;12
;;;2021;1
;;;2021;2
;;;2021;3
;;;2021;4
;;;2021;5
;;;2021;6
;;;2021;7
;;;2021;8
;;;2021;9
;;;2021;10
;;;2021;11
;;;2021;12
;;;2022;1
;;;2022;2
;;;2022;3
;;;2022;4
;;;2022;5
;;;2022;6
;;;2022;7
;;;2022;8
;;;2022;9
;;;2022;10
;;;2022;11
;;;2022;12
;;;2023;1
;;;2023;2
;;;2023;3
;;;2023;4
;;;2023;5
;;;2023;6
;;;2023;7
;;;2023;8
;;;2023;9
;;;2023;10
;;;2023;11
;;;2023;12
;;;2024;1
;;;2024;2
;;;2024;3
;;;2024;4
;;;2024;5
;;;2024;6
;;;2024;7
;;;2024;8
;;;2024;9
;;;2024;10
;;;2024;11
;;;2024;12
21.0;332.0;25.2;2015;1
8.0;;;2015;2
5.0;;;2015;3
3.0;;;2015;4
;;;2015;5
;;;2015;6
;;;2015;7
;;;2015;8
;;;2015;9
7.0;;;2015;10
15.0;125.6;27.6;2015;11
22.0;233.6;26.6;2015;12
23.0;203.0;27.1;2016;1
24.0;255.0;26.6;2016;2
26.0;419.0;26.8;2016;3
14.0;;26.3;2016;4
;;;2016;5
3.0;;23.8;2016;6
;;;2016;7
;;;2016;8
9.0;;;2016;9
14.0;94.8;27.0;2016;10
15.0;244.8;26.9;2016;11
22.0;298.8;26.2;2016;12
26.0;364.8;25.4;2017;1
23.0;419.8;25.7;2017;2
25.0;413.2;25.8;2017;3
24.0;245.8;25.9;2017;4
20.0;225.0;26.3;2017;5
6.0;164.0;25.0;2017;6
3.0;3.6;24.9;2017;7
6.0;37.4;26.9;2017;8
13.0;124.8;27.0;2017;9
13.0;176.4;26.6;2017;10
21.0;273.4;26.4;2017;11
24.0;295.4;25.9;2017;12
23.0;364.6;25.8;2018;1
27.0;337.8;25.9;2018;2
19.0;292.4;26.1;2018;3
22.0;255.2;25.8;2018;4
18.0;252.8;25.5;2018;5
10.0;89.6;23.6;2018;6
4.0;16.6;25.2;2018;7
8.0;99.4;25.0;2018;8
16.0;216.6;26.5;2018;9
22.0;170.8;26.8;2018;10
19.0;214.6;26.7;2018;11
26.0;395.4;25.5;2018;12
20.0;329.8;25.7;2019;1
24.0;280.4;25.9;2019;2
23.0;340.8;26.5;2019;3
16.0;300.8;26.5;2019;4
8.0;123.8;26.1;2019;5
8.0;42.8;26.3;2019;6
6.0;15.4;25.0;2019;7
5.0;44.6;25.9;2019;8
11.0;126.2;27.6;2019;9
12.0;73.2;26.2;2019;10
7.0;;;2019;11
;;;2019;12
;;;2020;1
;;;2020;2
;;;2020;3
;;;2020;4
;;;2020;5
;;;2020;6
;;;2020;7
;;;2020;8
;;;2020;9
;;;2020;10
;;;2020;11
;;;2020;12
;;;2021;1
;;;2021;2
;;;2021;3
;;;2021;4
;;;2021;5
;;;2021;6
;;;2021;7
;;;2021;8
;;;2021;9
;;;2021;10
;;;2021;11
;;;2021;12
;;;2022;1
;;;2022;2
;;;2022;3
;;;2022;4
;;;2022;5
;;;2022;6
;;;2022;7
;;;2022;8
4.0;;;2022;9
16.0;132.0;27.1;2022;10
16.0;212.2;26.4;2022;11
19.0;292.2;26.2;2022;12
26.0;122.6;25.7;2023;1
24.0;350.8;25.6;2023;2
24.0;318.4;25.9;2023;3
22.0;166.6;26.2;2023;4
18.0;291.2;26.2;2023;5
9.0;48.2;24.9;2023;6
3.0;10.6;26.7;2023;7
11.0;45.4;27.7;2023;8
13.0;110.4;28.3;2023;9
11.0;70.0;29.1;2023;10
