"dias_chuva_mensal";"precip_total_mensal_mm";"temp_media_mensal_c";"ano";"mes"
17.0;195.0;27.5;2020;11
13.0;;27.3;2020;12
;;;2021;1
;;;2021;2
;;;2021;3
;;;2021;4
;;;2021;5
4.0;;;2021;6
;;;2021;7
;;;2021;8
;;;2021;9
;;;2021;10
;;;2021;11
;;;2021;12
;;;2022;1
;;;2022;2
;;;2022;3
9.0;;;2022;4
;;;2022;5
;;;2022;6
;;;2022;7
;;;2022;8
;;;2022;9
;;;2022;10
;;;2022;11
17.0;;26.8;2022;12
26.0;336.4;25.8;2023;1
22.0;;26.5;2023;2
18.0;187.6;27.1;2023;3
23.0;153.2;26.8;2023;4
22.0;217.2;27.4;2023;5
24.0;222.8;27.3;2023;6
16.0;122.8;27.9;2023;7
6.0;32.4;29.5;2023;8
5.0;37.2;30.3;2023;9
3.0;21.8;30.7;2023;10
6.0;35.8;30.5;2023;11
11.0;65.4;28.8;2023;12
16.0;340.4;27.7;2024;1
17.0;196.0;28.3;2024;2
25.0;566.6;27.4;2024;3
25.0;469.8;27.2;2024;4
29.0;352.0;27.5;2024;5
15.0;170.2;27.9;2024;6
14.0;67.8;28.4;2024;7
5.0;62.6;29.1;2024;8
0.0;0.0;30.8;2024;9
6.0;61.4;29.8;2024;10
5.0;56.6;29.4;2024;11
20.0;429.4;27.5;2024;12
18.0;177.8;26.7;2015;1
1.0;;;2015;2
;;;2015;3
;;;2015;4
1.0;;;2015;5
15.0;107.8;27.2;2015;6
9.0;61.0;27.1;2015;7
2.0;26.0;28.6;2015;8
0.0;0.0;29.7;2015;9
4.0;74.8;30.2;2015;10
3.0;34.8;29.4;2015;11
9.0;39.6;29.6;2015;12
9.0;57.4;29.3;2016;1
20.0;230.4;28.0;2016;2
28.0;576.2;27.1;2016;3
21.0;282.2;27.3;2016;4
14.0;156.2;27.6;2016;5
14.0;169.6;27.1;2016;6
13.0;29.8;27.7;2016;7
4.0;35.6;28.6;2016;8
9.0;127.2;28.3;2016;9
11.0;129.0;28.4;2016;10
9.0;19.6;28.7;2016;11
21.0;309.8;26.9;2016;12
18.0;219.0;26.4;2017;1
19.0;343.4;26.4;2017;2
21.0;478.4;26.3;2017;3
22.0;349.8;26.5;2017;4
12.0;62.0;27.6;2017;5
15.0;99.6;27.5;2017;6
8.0;59.4;27.3;2017;7
2.0;20.4;28.9;2017;8
6.0;47.8;28.8;2017;9
13.0;143.8;28.5;2017;10
9.0;73.4;28.5;2017;11
4.0;;;2017;12
;;;2018;1
;;;2018;2
5.0;16.2;27.0;2018;3
;;26.1;2018;4
;;26.2;2018;5
;;26.6;2018;6
;;27.0;2018;7
;;28.0;2018;8
;;28.3;2018;9
3.0;33.6;29.7;2018;10
3.0;19.8;28.3;2018;11
12.0;93.4;26.2;2018;12
20.0;208.8;26.6;2019;1
22.0;296.8;26.3;2019;2
24.0;197.0;27.3;2019;3
24.0;522.0;26.8;2019;4
22.0;180.6;26.9;2019;5
9.0;73.8;27.4;2019;6
11.0;31.0;27.6;2019;7
7.0;66.2;28.1;2019;8
5.0;24.4;29.0;2019;9
12.0;78.8;27.7;2019;10
13.0;78.4;27.7;2019;11
23.0;162.4;26.8;2019;12
20.0;115.4;27.2;2020;1
;;;2020;2
;;;2020;3
;;;2020;4
;;;2020;5
;;;2020;6
;;;2020;7
;;;2020;8
;;;2020;9
;;;2020;10
;;;2020;11
;;;2020;12
;;;2021;1
;;;2021;2
;;;2021;3
;;;2021;4
;;;2021;5
;;;2021;6
;;;2021;7
;;;2021;8
;;;2021;9
;;;2021;10
;;;2021;11
;;;2021;12
;;;2022;1
;;;2022;2
;;;2022;3
;;;2022;4
17.0;244.4;26.5;2022;5
21.0;151.8;25.9;2022;6
13.0;167.0;26.9;2022;7
8.0;80.8;27.4;2022;8
1.0;2.8;28.6;2022;9
7.0;103.0;27.3;2022;10
8.0;32.0;26.9;2022;11
21.0;351.2;25.7;2022;12
28.0;448.4;24.7;2023;1
25.0;299.4;25.1;2023;2
21.0;180.6;25.8;2023;3
16.0;206.2;25.6;2023;4
20.0;298.2;26.1;2023;5
10.0;37.8;26.4;2023;6
5.0;42.4;27.2;2023;7
3.0;48.4;28.2;2023;8
4.0;17.4;28.8;2023;9
3.0;22.4;29.1;2023;10
9.0;71.2;28.8;2023;11
13.0;194.4;26.8;2023;12
24.0;202.6;26.1;2024;1
19.0;144.0;26.8;2024;2
26.0;254.0;26.3;2024;3
17.0;319.0;26.0;2024;4
23.0;271.8;26.3;2024;5
9.0;76.2;26.8;2024;6
4.0;40.0;27.3;2024;7
7.0;121.0;27.3;2024;8
2.0;1.0;29.2;2024;9
6.0;48.2;28.4;2024;10
8.0;113.2;27.6;2024;11
23.0;364.6;25.7;2024;12
26.0;266.4;24.9;2015;1
20.0;250.8;25.5;2015;2
24.0;333.0;25.2;2015;3
24.0;179.6;25.7;2015;4
26.0;296.6;25.6;2015;5
22.0;200.0;25.4;2015;6
21.0;115.8;25.5;2015;7
12.0;10.4;26.7;2015;8
3.0;17.4;27.8;2015;9
11.0;54.6;28.0;2015;10
13.0;187.6;27.1;2015;11
11.0;62.4;27.2;2015;12
11.0;82.2;27.7;2016;1
26.0;265.2;26.3;2016;2
26.0;351.2;26.3;2016;3
24.0;321.4;26.1;2016;4
28.0;153.6;26.2;2016;5
24.0;147.0;25.5;2016;6
20.0;123.0;25.7;2016;7
16.0;99.0;26.4;2016;8
19.0;142.0;26.1;2016;9
9.0;;27.0;2016;10
10.0;;27.0;2016;11
21.0;381.4;25.5;2016;12
6.0;;;2017;1
;;25.2;2017;2
;;;2017;3
;;;2017;4
;;;2017;5
1.0;;;2017;6
15.0;;25.2;2017;7
15.0;103.6;26.7;2017;8
17.0;122.4;26.5;2017;9
18.0;122.8;26.6;2017;10
20.0;155.8;26.4;2017;11
14.0;;26.1;2017;12
19.0;;25.2;2018;1
6.0;;;2018;2
6.0;;;2018;3
26.0;245.2;25.2;2018;4
29.0;284.8;25.1;2018;5
22.0;248.2;25.3;2018;6
24.0;155.6;25.4;2018;7
14.0;87.8;25.9;2018;8
15.0;139.6;26.6;2018;9
11.0;45.2;27.6;2018;10
16.0;356.8;26.4;2018;11
27.0;352.4;25.3;2018;12
24.0;328.8;25.7;2019;1
24.0;307.4;25.7;2019;2
25.0;251.4;26.4;2019;3
27.0;311.8;26.0;2019;4
27.0;361.6;25.8;2019;5
22.0;176.4;25.9;2019;6
21.0;123.4;25.8;2019;7
17.0;94.6;26.5;2019;8
10.0;162.2;26.9;2019;9
23.0;154.4;25.8;2019;10
16.0;176.8;26.6;2019;11
26.0;350.6;25.7;2019;12
22.0;185.2;26.2;2020;1
19.0;157.4;26.5;2020;2
21.0;291.2;26.4;2020;3
27.0;413.4;25.7;2020;4
31.0;407.4;25.6;2020;5
19.0;;25.5;2020;6
;;;2020;7
;;;2020;8
;;;2020;9
;;;2020;10
;;;2020;11
;;;2020;12
;;;2021;1
;;;2021;2
;;;2021;3
;;;2021;4
;;;2021;5
;;;2021;6
;;;2021;7
;;;2021;8
11.0;;;2021;9
19.0;430.4;25.6;2021;10
23.0;177.0;25.3;2021;11
26.0;423.4;25.0;2021;12
26.0;171.8;24.7;2022;1
25.0;280.2;24.3;2022;2
27.0;378.4;24.1;2022;3
29.0;385.2;24.6;2022;4
24.0;312.2;24.8;2022;5
25.0;201.2;24.1;2022;6
21.0;100.6;25.2;2022;7
17.0;94.2;25.4;2022;8
16.0;65.2;25.9;2022;9
17.0;202.4;25.4;2022;10
14.0;105.8;25.5;2022;11
27.0;255.4;24.8;2022;12
29.0;288.6;24.0;2023;1
26.0;355.6;24.4;2023;2
28.0;263.6;24.7;2023;3
23.0;252.8;25.0;2023;4
28.0;418.6;25.4;2023;5
23.0;133.8;25.0;2023;6
19.0;73.4;25.8;2023;7
9.0;21.6;26.8;2023;8
8.0;97.2;26.9;2023;9
9.0;72.0;27.1;2023;10
8.0;88.2;26.7;2023;11
26.0;279.4;24.9;2023;12
24.0;234.8;25.4;2024;1
21.0;133.0;25.7;2024;2
25.0;363.0;25.4;2024;3
24.0;206.0;25.7;2024;4
28.0;169.4;25.2;2024;5
20.0;95.6;25.4;2024;6
16.0;89.4;25.4;2024;7
13.0;63.2;26.1;2024;8
6.0;31.4;27.3;2024;9
9.0;107.6;26.7;2024;10
15.0;43.0;26.2;2024;11
;;;2024;12
26.0;367.0;25.4;2015;1
17.0;323.2;26.2;2015;2
23.0;373.2;25.7;2015;3
24.0;204.0;26.2;2015;4
26.0;260.4;26.0;2015;5
25.0;156.6;26.0;2015;6
21.0;112.2;26.1;2015;7
8.0;46.6;27.1;2015;8
5.0;41.6;28.4;2015;9
11.0;45.0;28.6;2015;10
10.0;;27.6;2015;11
10.0;47.4;27.7;2015;12
4.0;;29.1;2016;1
;;;2016;2
;;;2016;3
2.0;;;2016;4
25.0;358.4;26.5;2016;5
19.0;137.4;26.0;2016;6
2.0;;;2016;7
;;;2016;8
19.0;166.6;26.6;2016;9
14.0;138.6;27.3;2016;10
15.0;97.6;27.5;2016;11
24.0;418.2;26.2;2016;12
22.0;366.2;25.6;2017;1
17.0;387.0;25.7;2017;2
28.0;323.6;26.0;2017;3
27.0;358.8;25.9;2017;4
26.0;197.0;26.7;2017;5
21.0;140.2;26.5;2017;6
6.0;;25.7;2017;7
7.0;31.4;27.4;2017;8
21.0;181.0;26.8;2017;9
17.0;172.6;26.9;2017;10
13.0;125.4;27.2;2017;11
20.0;211.6;26.5;2017;12
24.0;242.8;25.7;2018;1
16.0;204.6;26.0;2018;2
18.0;183.0;26.4;2018;3
26.0;360.6;25.6;2018;4
26.0;317.4;25.6;2018;5
24.0;240.0;25.7;2018;6
19.0;187.8;26.0;2018;7
18.0;107.2;26.4;2018;8
14.0;114.2;27.1;2018;9
10.0;77.0;28.1;2018;10
13.0;206.6;27.1;2018;11
22.0;262.0;25.8;2018;12
23.0;234.4;26.0;2019;1
16.0;149.2;26.3;2019;2
19.0;361.6;26.9;2019;3
25.0;474.4;26.5;2019;4
25.0;449.0;26.0;2019;5
22.0;226.6;26.3;2019;6
11.0;111.4;26.3;2019;7
15.0;196.8;26.6;2019;8
9.0;105.6;27.3;2019;9
20.0;193.2;26.1;2019;10
21.0;190.6;26.9;2019;11
12.0;;26.1;2019;12
;;;2020;1
;;;2020;2
;;27.5;2020;3
;;;2020;4
;;;2020;5
;;;2020;6
;;;2020;7
5.0;;27.2;2020;8
5.0;;27.6;2020;9
;;;2020;10
;;;2020;11
10.0;;25.4;2020;12
25.0;272.0;25.7;2021;1
21.0;249.6;25.9;2021;2
25.0;362.2;25.4;2021;3
27.0;300.8;25.8;2021;4
24.0;262.2;25.9;2021;5
;;;2021;6
;;;2021;7
;;;2021;8
6.0;;;2021;9
;;;2021;10
;;;2021;11
;;;2021;12
;;;2022;1
;;;2022;2
;;;2022;3
;;;2022;4
;;;2022;5
9.0;;;2022;6
21.0;124.8;26.5;2022;7
14.0;104.0;26.9;2022;8
15.0;51.8;27.5;2022;9
14.0;159.0;26.9;2022;10
14.0;144.8;26.7;2022;11
20.0;357.6;26.2;2022;12
26.0;327.4;25.4;2023;1
27.0;420.0;25.7;2023;2
25.0;248.0;26.2;2023;3
22.0;272.8;26.3;2023;4
;;;2023;5
;;;2023;6
;;;2023;7
;;;2023;8
;;;2023;9
;;;2023;10
;;;2023;11
;;;2023;12
;;;2024;1
;;;2024;2
;;;2024;3
;;;2024;4
;;;2024;5
;;;2024;6
;;;2024;7
;;;2024;8
;;;2024;9
;;;2024;10
;;;2024;11
;;;2024;12
19.0;111.2;25.9;2015;1
11.0;79.8;26.9;2015;2
19.0;143.4;26.1;2015;3
24.0;181.2;26.0;2015;4
;;25.9;2015;5
;;26.2;2015;6
15.0;37.8;26.6;2015;7
10.0;86.6;27.2;2015;8
3.0;13.2;28.0;2015;9
;;27.7;2015;10
;;27.2;2015;11
;;28.1;2015;12
;;29.8;2016;1
;;;2016;2
;;;2016;3
;;;2016;4
;;;2016;5
;;;2016;6
;;;2016;7
;;;2016;8
;;;2016;9
;;;2016;10
;;;2016;11
;;;2016;12
;;;2017;1
3.0;;;2017;2
20.0;168.4;26.0;2017;3
26.0;529.2;25.9;2017;4
25.0;243.6;26.4;2017;5
9.0;;;2017;6
16.0;58.6;26.0;2017;7
10.0;;;2017;8
;;;2017;9
;;;2017;10
;;;2017;11
;;;2017;12
;;;2018;1
;;;2018;2
;;;2018;3
;;;2018;4
;;;2018;5
;;;2018;6
;;;2018;7
;;;2018;8
;;;2018;9
;;;2018;10
10.0;;;2018;11
19.0;244.8;26.0;2018;12
23.0;296.6;26.4;2019;1
13.0;84.6;27.3;2019;2
12.0;372.2;27.5;2019;3
24.0;459.4;26.5;2019;4
29.0;352.6;25.6;2019;5
26.0;286.2;25.8;2019;6
21.0;266.4;25.6;2019;7
11.0;161.8;25.9;2019;8
15.0;73.6;26.8;2019;9
18.0;96.8;26.2;2019;10
24.0;242.2;26.4;2019;11
27.0;300.2;26.2;2019;12
;;;2020;1
;;;2020;2
;;;2020;3
;;;2020;4
;;;2020;5
;;;2020;6
;;;2020;7
;;;2020;8
;;;2020;9
;;;2020;10
;;;2020;11
;;;2020;12
;;;2021;1
;;;2021;2
;;;2021;3
;;;2021;4
;;;2021;5
;;;2021;6
;;;2021;7
;;;2021;8
;;;2021;9
;;;2021;10
;;;2021;11
;;;2021;12
;;;2022;1
;;;2022;2
;;;2022;3
;;;2022;4
6.0;;;2022;5
21.0;201.6;25.4;2022;6
21.0;177.0;26.3;2022;7
18.0;214.2;26.4;2022;8
19.0;188.2;26.7;2022;9
17.0;329.8;26.8;2022;10
13.0;241.0;26.4;2022;11
19.0;162.6;26.6;2022;12
21.0;;25.5;2023;1
22.0;;26.0;2023;2
18.0;274.8;26.2;2023;3
19.0;252.6;26.4;2023;4
21.0;294.4;26.5;2023;5
20.0;211.0;26.0;2023;6
18.0;237.0;26.6;2023;7
11.0;150.8;27.2;2023;8
12.0;142.2;28.1;2023;9
8.0;101.0;28.4;2023;10
4.0;32.8;27.9;2023;11
7.0;72.8;27.1;2023;12
12.0;117.4;27.9;2024;1
10.0;131.6;27.9;2024;2
23.0;298.2;27.2;2024;3
21.0;318.4;27.0;2024;4
26.0;465.8;26.7;2024;5
21.0;189.2;26.8;2024;6
16.0;325.2;26.5;2024;7
6.0;57.4;27.3;2024;8
5.0;;28.4;2024;9
;;;2024;10
1.0;;;2024;11
21.0;161.6;26.9;2024;12
;290.4;25.7;2015;1
;456.0;26.1;2015;2
;257.6;26.3;2015;3
;207.8;26.6;2015;4
;235.4;26.4;2015;5
;131.0;26.7;2015;6
;114.4;26.8;2015;7
;4.8;28.8;2015;8
;57.2;29.3;2015;9
;150.2;27.9;2015;10
;143.2;27.6;2015;11
;142.2;27.0;2015;12
;240.6;27.3;2016;1
;247.6;27.1;2016;2
;397.6;26.8;2016;3
;348.6;26.9;2016;4
;155.6;27.1;2016;5
;72.4;26.8;2016;6
;6.0;27.7;2016;7
;45.0;28.0;2016;8
;225.4;26.8;2016;9
;139.6;27.4;2016;10
;347.6;27.0;2016;11
;382.8;26.0;2016;12
;216.6;25.8;2017;1
;544.0;25.7;2017;2
;1295.0;26.3;2017;3
;192.8;26.3;2017;4
;123.6;26.8;2017;5
;80.2;26.7;2017;6
;4.4;26.6;2017;7
;;28.2;2017;8
;;26.9;2017;9
;;27.0;2017;10
;;26.7;2017;11
;;26.2;2017;12
;;25.9;2018;1
;;25.6;2018;2
;;26.4;2018;3
;;25.7;2018;4
;;26.2;2018;5
;1.8;26.4;2018;6
;1.2;26.8;2018;7
;7.4;26.4;2018;8
;;27.6;2018;9
;;28.1;2018;10
;;26.9;2018;11
;;26.0;2018;12
;;26.1;2019;1
;;26.0;2019;2
;;26.7;2019;3
;;26.7;2019;4
;;26.7;2019;5
;;27.0;2019;6
;;27.0;2019;7
;59.0;26.9;2019;8
;91.6;27.7;2019;9
;206.4;26.6;2019;10
;;27.2;2019;11
;;;2019;12
;;;2020;1
;;;2020;2
;;;2020;3
;;;2020;4
;;;2020;5
;;;2020;6
;;;2020;7
;;;2020;8
;;;2020;9
;;;2020;10
;;;2020;11
;;;2020;12
;;;2021;1
;;;2021;2
;;;2021;3
;;;2021;4
;;;2021;5
;;;2021;6
;;;2021;7
;;;2021;8
;;;2021;9
;;;2021;10
;;;2021;11
;;;2021;12
;;;2022;1
;;;2022;2
;;;2022;3
;;;2022;4
;;;2022;5
4.0;;26.5;2022;6
8.0;17.2;27.4;2022;7
8.0;27.0;27.2;2022;8
12.0;93.2;28.2;2022;9
19.0;276.2;27.1;2022;10
18.0;243.4;26.4;2022;11
24.0;290.6;26.2;2022;12
27.0;450.2;25.4;2023;1
25.0;400.6;25.6;2023;2
28.0;312.6;25.9;2023;3
23.0;315.0;26.3;2023;4
24.0;162.0;26.8;2023;5
14.0;92.2;26.3;2023;6
3.0;3.8;27.6;2023;7
11.0;85.6;28.2;2023;8
9.0;113.6;28.4;2023;9
13.0;219.2;28.7;2023;10
18.0;170.4;27.7;2023;11
22.0;333.6;27.0;2023;12
;;26.9;2024;1
;;27.0;2024;2
14.0;;26.8;2024;3
24.0;239.8;27.2;2024;4
18.0;209.6;26.9;2024;5
10.0;60.6;27.7;2024;6
0.0;0.0;28.2;2024;7
2.0;12.2;28.8;2024;8
6.0;117.6;29.3;2024;9
11.0;64.2;29.0;2024;10
15.0;133.6;27.9;2024;11
28.0;395.2;26.8;2024;12
;;25.6;2015;1
;;;2015;2
;;;2015;3
;;;2015;4
;;;2015;5
;;;2015;6
;;;2015;7
;;;2015;8
;;27.3;2015;9
;123.0;26.3;2015;10
;147.8;26.6;2015;11
;245.0;26.6;2015;12
;171.0;27.2;2016;1
;147.6;26.9;2016;2
;286.2;26.9;2016;3
;345.0;26.3;2016;4
;451.6;25.9;2016;5
;280.2;25.2;2016;6
;255.4;25.0;2016;7
;141.6;25.8;2016;8
;170.6;25.8;2016;9
;268.8;26.2;2016;10
;159.4;26.5;2016;11
;336.4;25.7;2016;12
;284.4;25.5;2017;1
;411.2;26.0;2017;2
;263.6;25.8;2017;3
;438.4;25.9;2017;4
;176.2;26.1;2017;5
;216.0;25.7;2017;6
;243.8;25.1;2017;7
;162.6;26.1;2017;8
;123.0;26.3;2017;9
;148.6;26.2;2017;10
;280.0;26.4;2017;11
;241.0;26.2;2017;12
;262.2;26.0;2018;1
;260.8;26.0;2018;2
;195.4;26.7;2018;3
;423.6;25.4;2018;4
;300.6;25.5;2018;5
;202.2;24.5;2018;6
;319.4;24.9;2018;7
;219.2;25.4;2018;8
;189.4;26.0;2018;9
;95.6;26.8;2018;10
;340.4;26.2;2018;11
;338.4;25.5;2018;12
;301.8;25.8;2019;1
;164.4;26.5;2019;2
;96.2;26.7;2019;3
;231.0;25.8;2019;4
;637.2;25.6;2019;5
;201.0;25.5;2019;6
;255.6;24.9;2019;7
;196.6;25.3;2019;8
;161.2;26.0;2019;9
;195.2;25.4;2019;10
;227.0;26.1;2019;11
;156.8;26.2;2019;12
20.0;174.8;26.5;2020;1
13.0;80.0;27.2;2020;2
18.0;245.8;26.5;2020;3
22.0;271.2;26.0;2020;4
27.0;359.0;25.7;2020;5
24.0;422.0;25.3;2020;6
27.0;223.2;25.3;2020;7
17.0;104.4;25.8;2020;8
10.0;;26.6;2020;9
13.0;87.0;26.5;2020;10
2.0;;;2020;11
;;;2020;12
;;;2021;1
;;;2021;2
;;;2021;3
;;;2021;4
;;;2021;5
;;;2021;6
;;;2021;7
;;;2021;8
;;;2021;9
;;;2021;10
;;;2021;11
;;;2021;12
;;;2022;1
;;;2022;2
;;;2022;3
;;;2022;4
6.0;;;2022;5
23.0;359.6;24.7;2022;6
19.0;156.6;25.6;2022;7
24.0;245.2;25.3;2022;8
17.0;154.8;26.3;2022;9
17.0;169.0;26.2;2022;10
14.0;;25.6;2022;11
24.0;;25.7;2022;12
21.0;;25.0;2023;1
25.0;;25.1;2023;2
19.0;238.4;25.8;2023;3
24.0;409.0;25.6;2023;4
21.0;267.8;25.8;2023;5
24.0;210.0;24.9;2023;6
26.0;224.8;25.5;2023;7
20.0;184.0;26.5;2023;8
13.0;171.2;27.0;2023;9
15.0;98.8;27.7;2023;10
14.0;;27.2;2023;11
21.0;;26.7;2023;12
21.0;;27.3;2024;1
14.0;;27.2;2024;2
13.0;;27.1;2024;3
22.0;290.0;26.6;2024;4
24.0;309.0;26.2;2024;5
23.0;198.0;25.8;2024;6
22.0;238.2;25.1;2024;7
17.0;157.0;26.1;2024;8
16.0;212.4;26.8;2024;9
16.0;87.4;27.3;2024;10
13.0;;26.8;2024;11
22.0;259.6;26.4;2024;12
6.0;10.6;28.2;2015;1
4.0;3.6;28.9;2015;2
6.0;1.6;29.2;2015;3
;;28.7;2015;4
;;26.4;2015;5
;;26.3;2015;6
;;26.3;2015;7
;;27.3;2015;8
;;29.5;2015;9
;;29.9;2015;10
;;29.5;2015;11
5.0;10.4;28.6;2015;12
0.0;0.0;29.2;2016;1
8.0;33.4;28.7;2016;2
0.0;0.0;30.1;2016;3
15.0;259.0;28.0;2016;4
22.0;332.8;26.7;2016;5
16.0;;25.9;2016;6
6.0;;;2016;7
14.0;;27.2;2016;8
9.0;105.8;27.9;2016;9
2.0;;29.4;2016;10
1.0;;;2016;11
9.0;113.0;28.2;2016;12
8.0;29.6;27.5;2017;1
7.0;69.0;27.6;2017;2
12.0;111.4;27.5;2017;3
11.0;121.0;27.7;2017;4
10.0;;;2017;5
;;;2017;6
17.0;;25.7;2017;7
14.0;76.0;28.0;2017;8
14.0;133.2;28.2;2017;9
3.0;5.6;29.2;2017;10
2.0;5.2;29.6;2017;11
6.0;11.8;28.7;2017;12
7.0;27.4;28.2;2018;1
3.0;23.2;28.6;2018;2
4.0;;;2018;3
;;;2018;4
27.0;280.6;26.3;2018;5
27.0;403.0;25.5;2018;6
29.0;443.8;25.2;2018;7
18.0;135.8;27.2;2018;8
16.0;335.0;27.5;2018;9
4.0;70.0;29.5;2018;10
11.0;64.0;28.6;2018;11
4.0;7.6;27.4;2018;12
3.0;5.0;28.2;2019;1
1.0;0.2;28.7;2019;2
2.0;7.0;30.1;2019;3
6.0;13.2;30.0;2019;4
27.0;440.2;26.3;2019;5
28.0;520.4;26.1;2019;6
26.0;386.8;25.9;2019;7
22.0;346.2;26.2;2019;8
16.0;127.8;27.5;2019;9
7.0;47.4;27.9;2019;10
12.0;221.4;27.9;2019;11
13.0;63.0;27.4;2019;12
3.0;7.2;27.9;2020;1
1.0;1.8;28.6;2020;2
3.0;5.6;29.7;2020;3
6.0;104.8;28.8;2020;4
26.0;288.8;26.8;2020;5
27.0;378.2;26.0;2020;6
21.0;;26.0;2020;7
25.0;192.0;26.4;2020;8
5.0;;27.3;2020;9
;;;2020;10
;;;2020;11
;;;2020;12
;;;2021;1
;;;2021;2
;;;2021;3
;;;2021;4
;;;2021;5
;;;2021;6
;;;2021;7
;;;2021;8
;;;2021;9
;;;2021;10
;;;2021;11
;;;2021;12
;;;2022;1
;;;2022;2
;;;2022;3
;;27.0;2022;4
;;25.7;2022;5
;;25.6;2022;6
;;26.0;2022;7
;;26.9;2022;8
;;27.5;2022;9
;;27.8;2022;10
;;26.7;2022;11
11.0;49.6;26.6;2022;12
11.0;86.6;26.7;2023;1
5.0;53.6;27.0;2023;2
2.0;8.4;28.3;2023;3
12.0;293.0;27.9;2023;4
24.0;322.8;26.8;2023;5
28.0;425.6;26.2;2023;6
28.0;397.6;26.4;2023;7
7.0;;27.9;2023;8
;;;2023;9
;;;2023;10
2.0;;;2023;11
7.0;22.4;29.3;2023;12
4.0;4.2;29.5;2024;1
3.0;6.8;30.3;2024;2
3.0;33.6;30.9;2024;3
13.0;175.4;29.2;2024;4
5.0;;;2024;5
;;;2024;6
;;;2024;7
;;;2024;8
5.0;;29.3;2024;9
6.0;17.0;29.7;2024;10
10.0;160.8;29.5;2024;11
11.0;12.4;28.8;2024;12
;;24.7;2015;1
;;25.3;2015;2
;;25.2;2015;3
;;25.1;2015;4
;;25.1;2015;5
;;25.0;2015;6
;;25.4;2015;7
;;26.4;2015;8
;;26.7;2015;9
;;26.6;2015;10
;;26.3;2015;11
;;25.8;2015;12
;;26.5;2016;1
;;25.9;2016;2
;;25.9;2016;3
;;26.0;2016;4
;;25.4;2016;5
;;24.5;2016;6
;;25.7;2016;7
;;26.5;2016;8
;;;2016;9
;;;2016;10
;;;2016;11
;;;2016;12
;;;2017;1
;;;2017;2
;;;2017;3
;;;2017;4
;;;2017;5
;;;2017;6
;;;2017;7
;;;2017;8
10.0;;25.7;2017;9
12.0;124.0;26.2;2017;10
18.0;240.4;25.9;2017;11
19.0;152.6;25.8;2017;12
25.0;126.8;25.2;2018;1
20.0;183.8;25.4;2018;2
26.0;132.2;25.4;2018;3
24.0;249.4;25.2;2018;4
21.0;330.0;24.8;2018;5
5.0;54.0;23.9;2018;6
10.0;40.6;24.9;2018;7
13.0;51.4;24.7;2018;8
7.0;91.6;26.0;2018;9
18.0;353.8;25.9;2018;10
27.0;485.8;25.5;2018;11
25.0;271.2;25.0;2018;12
28.0;305.8;25.0;2019;1
23.0;264.2;25.2;2019;2
26.0;318.8;25.5;2019;3
16.0;85.2;25.9;2019;4
11.0;119.4;25.8;2019;5
9.0;;25.8;2019;6
14.0;59.2;24.5;2019;7
3.0;;24.6;2019;8
;;;2019;9
;;;2019;10
;;;2019;11
22.0;330.2;25.5;2019;12
15.0;157.0;26.2;2020;1
24.0;238.6;25.9;2020;2
10.0;;26.1;2020;3
;;;2020;4
;;;2020;5
;;;2020;6
;;;2020;7
;;;2020;8
;;;2020;9
;;;2020;10
;;;2020;11
;;;2020;12
;;;2021;1
;;;2021;2
;;;2021;3
;;;2021;4
;;;2021;5
;;;2021;6
;;;2021;7
;;;2021;8
;;;2021;9
;;;2021;10
;;;2021;11
;;;2021;12
;;;2022;1
;;;2022;2
;;;2022;3
;;;2022;4
;;;2022;5
;;;2022;6
;;;2022;7
;;;2022;8
;;;2022;9
;;;2022;10
;;;2022;11
;;;2022;12
;;;2023;1
;;;2023;2
;;;2023;3
;;;2023;4
;;;2023;5
;;;2023;6
;;;2023;7
;;;2023;8
;;;2023;9
;;;2023;10
;;;2023;11
;;;2023;12
;;;2024;1
;;;2024;2
;;;2024;3
;;;2024;4
;;;2024;5
;;;2024;6
;;;2024;7
;;;2024;8
;;;2024;9
;;;2024;10
;;;2024;11
;;;2024;12
26.0;223.8;24.6;2015;1
21.0;258.6;25.3;2015;2
24.0;269.8;25.2;2015;3
27.0;256.8;24.8;2015;4
22.0;197.0;24.9;2015;5
22.0;99.4;24.8;2015;6
14.0;22.8;24.9;2015;7
15.0;118.4;26.3;2015;8
16.0;84.8;26.5;2015;9
16.0;128.0;26.3;2015;10
22.0;271.2;26.0;2015;11
23.0;183.6;25.9;2015;12
21.0;271.4;26.3;2016;1
24.0;453.2;25.8;2016;2
21.0;292.6;25.9;2016;3
20.0;140.6;26.1;2016;4
22.0;89.2;25.0;2016;5
18.0;75.4;23.9;2016;6
11.0;;25.0;2016;7
13.0;68.0;25.2;2016;8
6.0;;25.3;2016;9
8.0;;26.3;2016;10
;;;2016;11
;;;2016;12
;;;2017;1
;;;2017;2
;;;2017;3
;;;2017;4
;;;2017;5
;;;2017;6
;;;2017;7
;;;2017;8
12.0;;25.4;2017;9
11.0;49.4;25.9;2017;10
23.0;343.2;25.6;2017;11
23.0;132.8;25.6;2017;12
17.0;;24.8;2018;1
18.0;171.8;25.1;2018;2
5.0;;;2018;3
;;;2018;4
;;;2018;5
;;;2018;6
;;;2018;7
;;;2018;8
;;;2018;9
15.0;;25.5;2018;10
23.0;;25.3;2018;11
25.0;105.8;25.1;2018;12
27.0;272.6;25.0;2019;1
